Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min)
OLA101463,2024-02-26,07:25:00,CUST1148,DRV326,bike,Sarjapur Road,Yelahanka,2.8,Success,,Credit Card,39.63,5.0,5.0,12.4
OLA100382,2024-02-15,10:35:00,CUST1247,DRV329,prime,sarjapur road,Banashankari,7.0,Success,,UPI,178.23,3.4,4.6,28.3
OLA100816,2024-05-06,07:11:00,CUST1417,DRV290,Mini,Airport (KIA),HSR Layout,4.2,Success,,Cash,80.63,5.0,4.8,15.5
OLA101244,2024-06-11,14:26:00,CUST1242,DRV217,Mini,JP Nagar,rajajinagar,21.1,Success,,CASH,249.11,3.9,4.3,47.8
OLA101056,2024-01-11,10:45:00,CUST1261,DRV425,Sedan,mg road,Electronic City,5.3,Success,,UPI,93.58,5.0,5.0,17.3
OLA100649,2024-06-23,10:01:00,CUST1226,DRV274,Auto, Malleshwaram ,Whitefield,4.0,Success,,UPI,49.54,5.0,4.7,10.5
OLA100322,2024-03-25,08:00:00,CUST1343,DRV245,Bike,sarjapur road,Airport (KIA),4.1,Success,,UPI,44.07,5.0,5.0,16.1
OLA100652,2024-06-15,12:22:00,CUST1415,DRV407,Auto,hebbal,Whitefield,3.5,Success,, UPI ,44.11,3.5,4.3,13.9
OLA101495,2024-06-02,19:59:00,CUST1202,DRV510, SUV ,airport (kia),BTM Layout,10.8,Success,,DEBIT CARD,228.84,4.7,4.7,30.8
OLA100949,2024-03-21,21:28:00,CUST1092,DRV332,Auto,Marathahalli,hebbal,10.7,Success,,CREDIT CARD,126.67,3.6,4.2,26.8
OLA100443,2024-02-21,17:09:00,CUST1387,DRV243,Mini,INDIRANAGAR,Marathahalli,8.5,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA100583,2024-04-27,03:11:00,CUST1285,DRV355,Bike,HSR Layout,malleshwaram,17.7,Success,,Cash,134.12,4.0,4.3,51.9
OLA100751,2024-01-26,00:17:00,CUST1384,DRV203,Auto,Indiranagar,electronic city,5.6,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA101303,2024-03-01,18:54:00,CUST1158,DRV367,Mini,KR Puram,Electronic City,6.6,Success,,UPI,108.7,4.7,4.1,28.3
OLA101011,2024-03-09,06:28:00,CUST1022,DRV341, SUV ,MALLESHWARAM,Rajajinagar,13.4,Success,,UPI,261.39,4.8,4.5,29.1
OLA100874,2024-01-27,15:49:00,CUST1300,DRV359,MINI,JAYANAGAR, Malleshwaram ,10.1,Success,,UPI,139.1,5.0,3.9,26.6
OLA100714,2024-05-25,21:40:00,CUST1155,DRV247,Mini,JP Nagar,HSR Layout,7.5,Success,,UPI,98.46,4.3,3.7,21.2
OLA100372,2024-01-31,17:26:00,CUST1415,DRV369,auto, Airport (KIA) ,Malleshwaram,3.4,Success,,UPI,56.57,5.0,4.7,12.0
OLA100398,2024-06-28,18:23:00,CUST1437,DRV405,Mini,HSR Layout,Domlur,6.7,Success,,UPI,92.63,4.3,4.8,21.6
OLA101265,2024-06-05,07:11:00,CUST1112,DRV343,Mini,BTM Layout,Yelahanka,4.1,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100189,2024-01-16,14:37:00,,,Auto, Rajajinagar ,Sarjapur Road,6.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100922,2024-06-17,14:08:00,CUST1357,DRV365,SUV,Sarjapur Road,Banashankari,3.4,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA101377,2024-05-11,15:52:00,CUST1271,DRV458,Bike,Koramangala,Marathahalli,3.7,Success,,UPI,59.12,3.4,4.1,13.6
OLA101402,2024-02-28,13:14:00,CUST1166,DRV508,Bike,BTM Layout,JP Nagar,7.8,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA101358,2024-02-20,11:24:00,CUST1395,DRV474,Sedan,whitefield,domlur,10.0,Success,,CREDIT CARD,158.46,3.6,4.4,23.0
OLA100123,2024-06-24,20:05:00,CUST1330,,SUV,koramangala,bellandur,6.0,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100010,2024-05-15,08:35:00,CUST1440,DRV205,Auto,MG Road,Sarjapur Road,6.0,Success,,UPI,85.53,4.8,3.8,19.6
OLA101298,2024-02-08,14:31:00,CUST1047,DRV277,Prime,Koramangala,Malleshwaram,4.2,Success,,Credit Card,104.33,4.9,4.7,12.1
OLA100165,2024-04-22,09:09:00,CUST1211,DRV304,Sedan,Domlur,airport (kia),7.1,Success,,UPI,140.58,3.8,3.8,25.4
OLA100805,2024-06-20,01:35:00,CUST1394,DRV266,sedan,Banashankari,Domlur,8.8,Success,,Cash,154.07,5.0,4.9,22.7
OLA101126,2024-03-23,01:12:00,CUST1297,DRV358,Bike,JP Nagar,HEBBAL,10.9,Success,,UPI,103.1,4.0,3.9,33.9
OLA100232,2024-01-27,18:41:00,CUST1384,DRV326,Mini,Indiranagar,Airport (KIA),11.8,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100374,2024-05-24,16:56:00,CUST1368,DRV345,bike,Jayanagar,Airport (KIA),6.2,Success,,Cash,70.4,4.2,3.6,18.4
OLA100572,2024-02-19,21:10:00,CUST1386,DRV475,Mini,MG Road,BTM Layout,8.5,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA101367,2024-03-03,11:40:00,CUST1174,DRV245,Sedan,Malleshwaram,Marathahalli,5.6,Success,,UPI,109.3,4.6,5.0,16.4
OLA100727,2024-02-21,06:26:00,,DRV207,Sedan, Jayanagar ,Whitefield,11.6,Cancelled by Driver,Customer not reachable,,0.0,,,0.0
OLA100272,2024-05-02,14:31:00,CUST1176,DRV489,SUV,bellandur,Marathahalli,16.8,Success,,Debit Card,322.79,4.7,5.0,55.2
OLA101281,2024-02-07,12:37:00,CUST1404,DRV271,Auto,Hebbal,Rajajinagar,6.0,Success,,cash,70.33,4.2,4.9,21.6
OLA100240,2024-01-05,07:54:00,CUST1080,DRV425,SEDAN,rajajinagar,Jayanagar,8.5,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA100935,2024-02-28,02:03:00,CUST1013,DRV300,SUV,Bellandur,Koramangala,10.9,Success,,Cash,227.77,3.3,5.0,28.9
OLA100077,2024-04-06,12:20:00,CUST1445,DRV296,Prime,BTM Layout,Domlur,2.1,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100224,2024-04-13,16:11:00,CUST1327,DRV421,Sedan,Domlur,Jayanagar,7.1,Success,,UPI,127.89,4.9,3.9,26.9
OLA100663,2024-03-27,18:30:00,CUST1427,DRV510,Mini,ELECTRONIC CITY,jp nagar,4.1,Success,,Credit Card,79.19,,,11.9
OLA100643,2024-05-08,03:04:00,CUST1172,DRV420,mini,BTM Layout,MG Road,3.7,Success,,Debit Card,72.56,3.6,3.7,13.7
OLA100982,2024-06-16,04:13:00,CUST1185,DRV474,MINI,HSR LAYOUT,SARJAPUR ROAD,2.0,Success,,UPI,48.87,5.0,4.3,8.4
OLA100461,2024-02-21,19:05:00,CUST1128,DRV365,Auto,HSR Layout,MG ROAD,3.0,Success,,CREDIT CARD,41.74,5.0,4.2,9.2
OLA100312,2024-02-05,23:21:00,CUST1209,DRV491,BIKE,KR Puram,Electronic City,6.8,Success,,Credit Card,65.29,3.9,4.2,19.0
OLA101043,2024-05-18,11:59:00,CUST1285,DRV206,Sedan,Yelahanka,Bellandur,8.2,Success,,Cash,154.48,3.7,3.6,21.4
OLA100414,2024-05-05,08:01:00,CUST1077,DRV225,Prime,koramangala,JAYANAGAR,3.5,Success,, UPI ,114.17,3.4,4.5,15.3
OLA101030,2024-01-04,07:08:00,CUST1294,,sedan,KR Puram,Koramangala,4.4,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101179,2024-06-03,22:31:00,CUST1008,DRV518,BIKE,Rajajinagar,HSR Layout,5.0,Success,,ola money,55.96,3.5,4.6,19.8
OLA100281,2024-02-26,16:06:00,CUST1254,DRV272,Sedan,Whitefield,Marathahalli,8.7,Success,, Debit Card ,147.2,4.4,4.5,27.2
OLA100500,2024-03-12,12:05:00,CUST1267,DRV512,Mini,Airport (KIA),Whitefield,9.5,Success,, Ola Money ,140.02,5.0,3.9,27.5
OLA100329,2024-05-24,08:42:00,CUST1447,DRV373,SUV,domlur, MG Road ,4.4,Success,,Credit Card,107.19,4.5,3.6,16.7
OLA100001,2024-06-12,06:47:00,CUST1140,DRV325,Mini,MG Road,sarjapur road,8.2,Success,,cash,107.81,4.2,3.8,30.0
OLA100573,2024-04-03,17:11:00,CUST1225,DRV254,Mini,Banashankari,Rajajinagar,5.0,Success,,UPI,82.72,4.7,4.2,19.2
OLA100933,2024-06-18,20:03:00,CUST1120,DRV452,MINI,Sarjapur Road,indiranagar,4.8,Success,,Ola Money,78.18,3.2,5.0,18.5
OLA100610,2024-03-07,07:23:00,CUST1087,DRV490,Mini,Malleshwaram,Rajajinagar,5.1,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA100742,2024-03-19,16:37:00,CUST1036,DRV409,Bike,MG Road,Rajajinagar,1.5,Success,,Debit Card,51.96,4.0,4.8,10.9
OLA101186,2024-01-24,00:50:00,CUST1351,DRV319,MINI,whitefield,Rajajinagar,6.5,Success,,Wallet,96.11,4.6,3.9,19.0
OLA100340,2024-03-17,19:35:00,CUST1440,DRV360,Auto,JP Nagar,JAYANAGAR,11.5,Success,,credit card,113.03,3.7,4.5,35.3
OLA101207,2024-05-30,07:01:00,CUST1063,DRV226,bike, JP Nagar ,Airport (KIA),1.9,Success,,Credit Card,37.46,4.6,4.5,9.4
OLA100494,2024-01-14,00:35:00,CUST1420,DRV383,mini,Hebbal, Koramangala ,,Success,,Cash,167.26,4.0,5.0,37.6
OLA101200,2024-05-01,18:35:00,CUST1174,DRV495,AUTO,JAYANAGAR,Electronic City,14.8,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100782,2024-06-12,06:58:00,CUST1170,DRV339,Mini,BTM Layout,Hebbal,14.2,Success,,UPI,171.5,4.6,5.0,31.3
OLA101121,2024-04-27,15:33:00,CUST1019,DRV404,Bike,Rajajinagar,koramangala,4.5,Success,, UPI ,48.48,3.9,3.4,14.0
OLA100928,2024-02-23,15:30:00,CUST1256,DRV380,SEDAN,JP Nagar,electronic city,7.7,Success,,Cash,146.85,4.5,4.0,24.5
OLA100056,2024-03-27,02:54:00,CUST1166,DRV293,Sedan, Banashankari ,Marathahalli,5.9,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA100351,2024-03-03,21:43:00,CUST1164,DRV395,bike,MG ROAD,Rajajinagar,5.1,Success,,Debit Card,53.3,4.2,4.4,21.8
OLA100941,2024-05-21,08:23:00,CUST1371,DRV272,Mini,BTM Layout,Airport (KIA),3.6,Success,,UPI,74.1,2.6,4.2,16.0
OLA100772,2024-06-13,17:32:00,CUST1115,DRV211,SUV, Sarjapur Road ,Airport (KIA),5.0,Success,,Cash,113.21,,,13.4
OLA100040,2024-05-27,08:44:00,CUST1196,DRV453,sedan,Electronic City,Koramangala,4.7,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100523,2024-01-28,07:38:00,CUST1409,DRV515,Mini,jayanagar,KR Puram,3.2,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101396,2024-02-16,20:45:00,CUST1231,DRV330,suv,hsr layout,Rajajinagar,5.3,Success,,Debit Card,133.09,4.2,4.2,17.7
OLA100305,2024-06-18,21:53:00,CUST1191,DRV487,Auto,Domlur,hebbal,16.4,Success,,Credit Card,155.15,4.7,4.2,60.0
OLA100216,2024-04-03,07:36:00,CUST1102,DRV503,PRIME, HSR Layout ,Sarjapur Road,2.0,Success,,Debit Card,55.81,4.7,5.0,7.1
OLA100539,2024-03-19,07:29:00,CUST1439,DRV492,Auto,Koramangala,Airport (KIA),1.3,Success,,ola money,39.31,4.0,4.1,5.9
OLA101335,2024-06-03,13:07:00,CUST1207,DRV502,Mini,marathahalli,Electronic City,7.7,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA101113,2024-02-01,18:37:00,CUST1344,DRV277,Mini,Electronic City,Hebbal,16.6,Success,,UPI,220.42,4.8,4.0,54.6
OLA100102,2024-04-26,11:46:00,CUST1048,DRV360,SEDAN, Marathahalli , Bellandur ,9.7,Success,,UPI,179.41,4.5,4.1,26.2
OLA101379,2024-02-25,08:48:00,CUST1421,DRV381,Mini,Malleshwaram,Marathahalli,5.8,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA100269,2024-03-25,07:29:00,CUST1025,DRV286,Bike, Rajajinagar ,Bellandur,,Success,,ola money,55.68,,,14.9
OLA101063,2024-06-04,18:50:00,CUST1061,DRV300, Sedan ,KR Puram,DOMLUR,5.2,Cancelled by Driver,Traffic/road closure,,0.0,,,0.0
OLA100153,2024-06-15,08:36:00,CUST1213,,Auto, Airport (KIA) ,Sarjapur Road,15.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100080,2024-03-27,16:25:00,CUST1332,DRV241,Bike,JP Nagar,Bellandur,5.8,Success,,Cash,78.42,4.1,3.8,16.4
OLA101348,2024-05-20,12:08:00,CUST1113,DRV309,Mini,MG Road,Indiranagar,12.1,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA100845,2024-03-14,11:54:00,CUST1317,DRV266,Sedan,malleshwaram,Yelahanka,7.2,Success,,ola money,127.01,3.4,4.0,20.8
OLA100390,2024-04-27,20:55:00,CUST1014,,Mini,Whitefield,rajajinagar,7.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100346,2024-05-30,14:38:00,CUST1100,DRV299,Mini,HSR LAYOUT,Whitefield,7.3,Success,, Cash ,100.91,3.8,4.9,21.6
OLA100175,2024-03-27,18:36:00,CUST1345,DRV298,Mini,Bellandur,KR Puram,1.6,Success,,UPI,48.06,4.1,3.6,6.6
OLA101439,2024-05-09,06:45:00,CUST1200,DRV389,sedan,AIRPORT (KIA),JP NAGAR,4.4,Success,,Credit Card,84.49,5.0,4.1,12.8
OLA101322,2024-06-12,13:37:00,CUST1382,DRV234,PRIME,btm layout,Malleshwaram,4.4,Success,,Ola Money,119.72,5.0,4.5,15.9
OLA100025,2024-01-26,06:13:00,CUST1259,DRV335,Mini,Banashankari,whitefield,3.5,Success,,Credit Card,79.88,4.0,4.7,17.4
OLA100162,2024-02-11,11:39:00,CUST1378,DRV353,SUV,malleshwaram,JP Nagar,9.5,Success,,UPI,201.97,4.4,4.8,32.6
OLA101315,2024-06-12,18:49:00,CUST1307,DRV226,Sedan,Sarjapur Road,jayanagar,7.5,Success,,Ola Money,136.02,3.8,4.9,22.7
OLA100695,2024-03-28,08:30:00,CUST1355,DRV439, SUV ,YELAHANKA,Domlur,10.8,Success,,UPI,226.38,4.4,4.6,33.2
OLA100120,2024-06-05,07:23:00,CUST1144,DRV398,Sedan,yelahanka,Indiranagar,2.9,Success,,credit card,79.28,4.2,5.0,11.8
OLA101083,2024-05-15,05:32:00,CUST1191,DRV208,SUV,Indiranagar,JP NAGAR,2.2,Success,,UPI,80.79,5.0,3.9,8.9
OLA100263,2024-03-24,09:17:00,CUST1119,DRV238, Bike ,Electronic City,Domlur,4.2,Success,, UPI ,43.47,4.7,5.0,14.3
OLA100571,2024-05-28,10:10:00,CUST1437,DRV456,AUTO, Domlur ,BTM Layout,4.8,Success,,cash,68.55,4.1,5.0,16.4
OLA101284,2024-05-02,05:21:00,CUST1099,DRV358,Bike,HSR Layout,Koramangala,11.4,Success,,UPI,113.16,4.7,3.8,28.1
OLA101193,2024-04-14,12:29:00,CUST1166,DRV406,Sedan,KR Puram,Airport (KIA),7.6,Success,,OLA MONEY,125.98,2.7,4.1,27.2
OLA100082,2024-03-17,20:02:00,CUST1166,DRV228,Mini,Banashankari,KR Puram,4.4,Success,,UPI,67.77,5.0,4.4,16.9
OLA101275,2024-04-28,14:23:00,CUST1370,DRV291,Mini,hsr layout,Marathahalli,2.9,Success,,Debit Card,70.51,4.4,4.0,12.2
OLA100739,2024-04-30,12:32:00,CUST1312,DRV421,AUTO,Airport (KIA),Koramangala,11.3,Success,,upi,128.26,5.0,4.8,42.8
OLA101371,2024-03-07,16:16:00,CUST1438,DRV290,SUV,AIRPORT (KIA),malleshwaram,,Success,,upi,151.21,5.0,4.1,24.0
OLA101246,2024-03-08,13:50:00,CUST1336,DRV294,SUV,mg road,Sarjapur Road,11.4,Success,,Cash,221.39,3.4,4.4,37.3
OLA101483,2024-06-06,10:57:00,CUST1207,DRV454,suv,KR Puram,Banashankari,8.8,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100411,2024-03-17,00:27:00,CUST1408,DRV349,SUV,Koramangala,Sarjapur Road,2.7,Success,,UPI,74.81,3.2,4.8,10.6
OLA100114,2024-03-27,08:49:00,CUST1086,DRV239,suv,MG Road,JP Nagar,3.6,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA101304,2024-04-24,07:46:00,CUST1037,DRV344,Auto,Yelahanka,Domlur,7.4,Success,, Credit Card ,81.38,4.8,3.7,26.3
OLA100436,2024-05-03,07:52:00,CUST1353,DRV495, Bike , MG Road ,Yelahanka,10.4,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100084,2024-04-29,20:43:00,CUST1279,,Mini,Banashankari,Domlur,,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100093,2024-06-27,21:26:00,CUST1300,DRV279,Bike,MG ROAD,Malleshwaram,5.2,Cancelled by Driver,Too far from pickup,,0.0,,,0.0
OLA100302,2024-01-24,09:24:00,CUST1025,DRV283,bike,jayanagar,Marathahalli,5.9,Success,,UPI,69.82,4.2,4.4,20.7
OLA100020,2024-02-12,11:30:00,CUST1109,DRV405,Bike,HSR Layout,Rajajinagar,10.9,Success,,UPI,80.46,4.5,5.0,27.8
OLA100186,2024-01-29,03:42:00,CUST1214,DRV514,AUTO,Koramangala,Marathahalli,7.2,Success,,Credit Card,78.78,3.2,5.0,29.0
OLA100228,2024-04-08,12:31:00,CUST1325,DRV475,Auto,HSR Layout,Sarjapur Road,3.2,Success,,credit card,45.61,3.5,4.7,16.4
OLA101234,2024-01-08,09:13:00,CUST1095,DRV236,Mini,KR Puram,MG Road,7.7,Success,,UPI,112.36,4.2,4.0,25.7
OLA100334,2024-06-07,15:45:00,CUST1336,DRV386,auto,MG Road,Electronic City,12.2,Success,,wallet,135.38,4.5,4.6,39.1
OLA101256,2024-02-18,10:19:00,CUST1098,DRV371,SUV,Rajajinagar,marathahalli,2.0,Success,,Ola Money,58.92,5.0,4.2,11.0
OLA100509,2024-03-09,18:16:00,CUST1335,DRV499,sedan,BTM Layout, Domlur ,3.1,Success,,UPI,81.51,4.0,4.1,14.7
OLA100315,2024-03-23,18:33:00,CUST1097,DRV209,auto,BTM LAYOUT,Marathahalli,5.9,Success,,Cash,83.01,5.0,3.9,22.2
OLA101159,2024-04-21,16:28:00,CUST1378,DRV273,Sedan,Indiranagar,JP NAGAR,2.2,Success,, Cash ,68.8,4.9,4.5,10.2
OLA100791,2024-01-20,10:08:00,CUST1263,DRV380,Prime,Rajajinagar,MALLESHWARAM,6.1,Success,,UPI,148.37,4.8,4.5,26.2
OLA101408,2024-01-17,23:07:00,CUST1426,DRV398,SUV,Whitefield,MG Road,3.0,Cancelled by Customer,Booked by mistake,,0.0,,,0.0
OLA100552,2024-05-19,22:21:00,CUST1331,DRV351,Sedan,Hebbal,DOMLUR,5.7,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100672,2024-02-02,09:26:00,CUST1228,DRV242,Bike,Malleshwaram,Jayanagar,13.6,Success,,UPI,120.09,3.9,4.5,34.9
OLA101263,2024-06-03,15:17:00,CUST1282,DRV381, Bike ,electronic city,KORAMANGALA,5.2,Success,,Debit Card,62.81,4.9,4.3,21.6
OLA101162,2024-02-06,14:20:00,CUST1029,DRV257,Auto,Rajajinagar,jp nagar,5.8,Success,,UPI,77.43,4.6,4.7,24.7
OLA101050,2024-04-17,11:40:00,CUST1014,DRV516,Mini,DOMLUR,malleshwaram,7.9,Success,,UPI,131.87,4.6,4.5,24.5
OLA101353,2024-02-15,08:13:00,CUST1101,DRV267,Mini,Indiranagar,airport (kia),7.8,Success,,UPI,107.57,4.2,3.9,31.3
OLA101205,2024-03-04,18:27:00,CUST1358,DRV205,Mini,Jayanagar,ELECTRONIC CITY,19.8,Success,,UPI,241.68,4.9,4.2,48.5
OLA100341,2024-06-30,16:11:00,CUST1257,DRV477,Auto,Yelahanka,MG Road,3.9,Success,,credit card,69.02,4.2,4.5,16.6
OLA101086,2024-06-15,09:11:00,CUST1331,DRV494,Sedan,Malleshwaram,RAJAJINAGAR,8.7,Success,,Cash,163.48,3.9,5.0,29.3
OLA100308,2024-02-18,10:45:00,CUST1113,DRV473,Auto,Airport (KIA),Banashankari,7.5,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100923,2024-01-12,02:46:00,CUST1081,DRV318,Mini,MG Road,Malleshwaram,12.6,Success,,debit card,181.63,,,34.3
OLA101183,2024-05-05,09:05:00,CUST1230,DRV243, Bike ,Yelahanka,JP Nagar,4.0,Success,,UPI,65.87,4.5,5.0,18.7
OLA100018,2024-06-21,17:41:00,CUST1050,DRV231,sedan,Yelahanka,MG ROAD,4.6,Success,,UPI,86.86,4.8,5.0,15.9
OLA100068,2024-05-18,13:05:00,CUST1306,DRV220,Bike,Yelahanka,Marathahalli,7.5,Success,, Cash ,60.78,4.0,4.9,23.6
OLA101343,2024-04-13,01:36:00,CUST1054,DRV323,Bike,Marathahalli,BTM Layout,4.6,Success,,Debit Card,65.33,4.5,3.8,16.4
OLA101318,2024-06-26,14:04:00,CUST1039,DRV279,bike,koramangala,MARATHAHALLI,2.1,Success,,UPI,29.58,4.1,4.7,8.0
OLA100722,2024-04-25,07:13:00,CUST1259,DRV222,sedan, Whitefield ,Airport (KIA),2.5,Success,,upi,61.43,4.8,5.0,9.4
OLA100113,2024-04-02,06:54:00,CUST1054,DRV324,Sedan,Bellandur,jp nagar,19.3,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101401,2024-04-27,18:57:00,CUST1015,,Mini,Jayanagar,Yelahanka,8.4,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100726,2024-06-17,20:24:00,CUST1353,DRV357,Sedan,Domlur,KORAMANGALA,5.2,Success,, Ola Money ,89.26,4.3,4.2,18.5
OLA100517,2024-05-18,08:24:00,CUST1352,DRV446,mini,JP Nagar,banashankari,7.5,Success,,credit card,107.5,4.6,3.8,32.0
OLA101482,2024-05-15,16:57:00,CUST1054,DRV375,Sedan,HSR Layout,Koramangala,5.2,Success,,upi,94.46,4.3,5.0,17.7
OLA101127,2024-01-24,17:58:00,CUST1448,DRV407,Bike,Electronic City,Banashankari,3.5,Success,,Wallet,51.98,3.2,4.6,9.4
OLA100416,2024-01-21,19:09:00,CUST1028,DRV336,AUTO,Whitefield,Sarjapur Road,8.6,Success,,Debit Card,97.9,5.0,4.3,24.2
OLA100264,2024-04-01,21:13:00,CUST1231,DRV357,Sedan,MG Road,Whitefield,10.5,Success,,UPI,166.73,3.9,4.2,27.5
OLA101411,2024-04-22,12:18:00,CUST1200,DRV283,Mini,KR Puram,ELECTRONIC CITY,6.5,Success,,UPI,108.28,4.4,3.9,19.2
OLA100847,2024-02-27,11:29:00,CUST1342,DRV247,Sedan,KR Puram,SARJAPUR ROAD,4.0,Success,,OLA MONEY,98.0,4.0,4.6,18.9
OLA100292,2024-02-12,22:51:00,CUST1098,DRV264,MINI,Whitefield, KR Puram ,5.2,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA101288,2024-06-06,11:25:00,CUST1112,DRV221,Mini,Koramangala,HSR Layout,4.9,Success,,UPI,74.73,5.0,4.9,19.3
OLA100252,2024-03-20,17:42:00,CUST1379,,mini,Electronic City,Koramangala,4.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100606,2024-06-26,02:03:00,CUST1328,DRV294,Auto,Electronic City,Koramangala,6.0,Success,,UPI,75.02,3.8,4.3,18.6
OLA101372,2024-06-14,05:17:00,CUST1124,DRV279,auto,Electronic City,Rajajinagar,6.2,Success,,Credit Card,83.17,4.1,4.3,23.7
OLA101026,2024-06-21,18:27:00,CUST1305,,SUV,BANASHANKARI,Malleshwaram,8.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100381,2024-05-17,12:23:00,CUST1313,DRV341,Prime,Bellandur,JAYANAGAR,6.2,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA101339,2024-06-18,08:31:00,CUST1140,DRV423,Mini,Koramangala,KR Puram,2.0,Success,,Cash,50.91,,,6.3
OLA100968,2024-01-31,09:31:00,CUST1224,DRV314,Bike,Hebbal,MARATHAHALLI,2.5,Success,,UPI,59.66,4.4,4.5,10.8
OLA100368,2024-04-01,03:48:00,CUST1249,DRV318,mini,Banashankari, BTM Layout ,6.5,Success,,Cash,87.78,4.6,4.3,16.9
OLA100403,2024-06-06,09:40:00,CUST1074,DRV285,auto,Yelahanka,kr puram,2.6,Success,,UPI,54.74,4.7,3.9,7.6
OLA100679,2024-02-19,12:14:00,CUST1380,DRV210,AUTO,Banashankari,jayanagar,4.6,Success,,UPI,54.5,3.4,4.4,18.7
OLA101383,2024-04-09,06:32:00,CUST1439,DRV408,Auto,MALLESHWARAM,koramangala,5.9,Success,, UPI ,62.52,4.2,4.7,20.0
OLA101027,2024-01-07,08:38:00,CUST1091,DRV320,Sedan,YELAHANKA,JP Nagar,2.5,Success,,Credit Card,74.7,4.4,4.1,12.7
OLA101120,2024-01-31,21:15:00,CUST1184,DRV497,Auto,Domlur,Rajajinagar,4.1,Success,,Cash,72.26,4.5,4.3,19.1
OLA100900,2024-06-30,09:33:00,CUST1396,DRV505,Sedan,MARATHAHALLI,jp nagar,4.5,Success,,Credit Card,99.85,4.6,4.6,15.7
OLA100536,2024-05-31,13:29:00,CUST1142,DRV207,AUTO,BTM Layout,Marathahalli,9.6,Success,,UPI,101.62,4.2,4.0,24.4
OLA100952,2024-03-24,15:53:00,CUST1421,DRV412,MINI,rajajinagar,hebbal,4.6,Success,,Cash,69.89,,,13.5
OLA100980,2024-02-26,10:52:00,CUST1023,DRV357,Sedan,btm layout,Domlur,11.9,Success,, Wallet ,207.87,4.4,4.7,27.4
OLA100497,2024-02-04,06:41:00,CUST1412,DRV412,Bike,DOMLUR,rajajinagar,3.9,Success,,Cash,57.1,4.9,4.3,16.7
OLA101397,2024-05-26,18:55:00,CUST1399,DRV351,Bike,DOMLUR,KR Puram,6.5,Success,,Cash,56.69,,,26.2
OLA100460,2024-04-25,06:32:00,CUST1057,DRV292,Auto, JP Nagar ,Electronic City,5.5,Success,,ola money,70.79,5.0,4.7,22.7
OLA101309,2024-03-28,18:23:00,CUST1172,DRV201,Mini,Malleshwaram,Jayanagar,5.6,Success,, Cash ,82.93,4.1,4.2,18.8
OLA100212,2024-05-26,14:43:00,CUST1194,DRV286,Mini,hebbal,Marathahalli,4.8,Success,,Cash,82.59,5.0,4.1,16.5
OLA100938,2024-03-30,16:56:00,CUST1125,DRV349,Mini,BELLANDUR,malleshwaram,5.7,Success,,UPI,97.43,3.9,4.1,25.6
OLA100174,2024-05-19,14:56:00,CUST1068,DRV458,SEDAN,Jayanagar,MG Road,10.6,Success,,UPI,173.32,3.1,3.9,29.8
OLA101312,2024-01-17,13:56:00,CUST1213,DRV437,bike,Domlur,Sarjapur Road,8.7,Success,,UPI,74.13,4.1,3.3,24.6
