Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min),Booking Day,Booking Month,Booking Week,Is Weekend,Booking Hour,Is Cancelled,Revenue per KM,Validation Flag
OLA101094,2024-02-28,23:05:00,CUST1333,DRV399,Bike,Koramangala,Hebbal,6.7,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Wednesday,February,9,No,23,Yes,0.0,OK
OLA101095,2024-02-06,19:11:00,CUST1289,DRV204,Mini,Electronic City,HSR Layout,19.9,Success,Not Applicable,Ola Money,254.75,4.5,4.6,70.1,Tuesday,February,6,No,19,No,12.8,OK
OLA101096,2024-06-18,09:39:00,CUST1212,DRV280,Sedan,HSR Layout,JP Nagar,12.0,Success,Not Applicable,Ola Money,211.96,3.5,4.8,27.6,Tuesday,June,25,No,9,No,17.66,OK
OLA101097,2024-01-29,18:01:00,CUST1254,DRV304,Sedan,Banashankari,Marathahalli,4.6,Success,Not Applicable,Cash,98.06,4.9,4.8,17.2,Monday,January,5,No,18,No,21.32,OK
OLA101098,2024-02-06,20:02:00,CUST1276,DRV393,Auto,Malleshwaram,HSR Layout,2.8,Success,Not Applicable,Wallet,42.15,4.8,4.3,8.1,Tuesday,February,6,No,20,No,15.05,OK
OLA101099,2024-01-29,21:29:00,CUST1212,DRV474,Sedan,Domlur,Koramangala,16.4,Success,Not Applicable,Credit Card,253.94,3.6,4.2,34.9,Monday,January,5,No,21,No,15.48,OK
OLA101100,2024-04-03,21:42:00,CUST1366,DRV249,Sedan,Sarjapur Road,Jayanagar,6.7,Success,Not Applicable,Credit Card,112.57,5.0,4.4,16.6,Wednesday,April,14,No,21,No,16.8,OK
OLA101101,2024-01-25,17:18:00,CUST1314,DRV253,Mini,Marathahalli,HSR Layout,16.4,Success,Not Applicable,Cash,217.3,5.0,4.3,40.0,Thursday,January,4,No,17,No,13.25,OK
OLA101102,2024-05-12,15:56:00,CUST1136,DRV267,Sedan,Banashankari,Electronic City,8.3,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Sunday,May,19,Yes,15,Yes,0.0,OK
OLA101103,2024-04-08,16:50:00,CUST1101,DRV293,Mini,Indiranagar,Marathahalli,9.9,Success,Not Applicable,UPI,128.76,5.0,4.9,27.7,Monday,April,15,No,16,No,13.01,OK
OLA101104,2024-06-09,19:36:00,CUST1207,DRV431,Prime,KR Puram,Marathahalli,10.1,Success,Not Applicable,Ola Money,233.38,4.1,4.3,34.3,Sunday,June,23,Yes,19,No,23.11,OK
OLA101105,2024-03-27,23:11:00,CUST1130,DRV374,Bike,Airport (KIA),Sarjapur Road,3.2,Success,Not Applicable,UPI,47.89,4.9,5.0,13.0,Wednesday,March,13,No,23,No,14.97,OK
OLA101106,2024-04-03,12:01:00,CUST1278,DRV264,Mini,KR Puram,MG Road,6.3,Success,Not Applicable,Cash,53.81,3.8,4.9,13.8,Wednesday,April,14,No,12,No,8.54,OK
OLA101107,2024-05-21,22:05:00,CUST1443,DRV458,Mini,Malleshwaram,Jayanagar,3.7,Success,Not Applicable,Debit Card,59.95,4.6,4.4,10.9,Tuesday,May,21,No,22,No,16.2,OK
OLA101108,2024-05-14,15:09:00,CUST1288,DRV471,SUV,JP Nagar,Banashankari,2.2,Success,Not Applicable,UPI,70.78,3.5,3.0,7.1,Tuesday,May,20,No,15,No,32.17,OK
OLA101109,2024-06-23,07:40:00,CUST1439,DRV516,Mini,Electronic City,Sarjapur Road,10.5,Success,Not Applicable,Wallet,158.77,5.0,5.0,24.7,Sunday,June,25,Yes,7,No,15.12,OK
OLA101110,2024-04-12,09:57:00,CUST1267,DRV415,Bike,KR Puram,Yelahanka,5.4,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Friday,April,15,No,9,Yes,0.0,OK
OLA101111,2024-01-20,08:35:00,CUST1342,DRV359,Mini,Domlur,Whitefield,5.6,Success,Not Applicable,Debit Card,78.38,3.3,3.5,23.7,Saturday,January,3,Yes,8,No,14.0,OK
OLA101112,2024-03-03,11:10:00,CUST1330,DRV414,Sedan,Jayanagar,Marathahalli,5.8,Success,Not Applicable,Ola Money,96.03,4.6,3.9,11.3,Sunday,March,9,Yes,11,No,16.56,OK
OLA101113,2024-02-01,18:37:00,CUST1344,DRV277,Mini,Electronic City,Hebbal,16.6,Success,Not Applicable,UPI,220.42,4.8,4.0,54.6,Thursday,February,5,No,18,No,13.28,OK
OLA101114,2024-06-09,15:14:00,CUST1338,DRV424,Mini,MG Road,Sarjapur Road,1.5,Success,Not Applicable,Ola Money,53.79,4.4,4.4,12.6,Sunday,June,23,Yes,15,No,35.86,OK
OLA101115,2024-03-28,19:02:00,CUST1195,DRV330,Mini,KR Puram,Rajajinagar,6.1,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Thursday,March,13,No,19,Yes,0.0,OK
OLA101116,2024-05-04,18:14:00,CUST1267,DRV252,Mini,Domlur,Banashankari,4.5,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Saturday,May,18,Yes,18,Yes,0.0,OK
OLA101117,2024-06-28,21:26:00,CUST1029,DRV253,Bike,Marathahalli,Hebbal,5.4,Success,Not Applicable,UPI,74.54,3.9,4.7,20.3,Friday,June,26,No,21,No,13.8,OK
OLA101118,2024-04-01,06:06:00,CUST1365,DRV448,Mini,Airport (KIA),BTM Layout,7.4,Success,Not Applicable,Credit Card,114.13,4.4,4.4,29.5,Monday,April,14,No,6,No,15.42,OK
OLA101119,2024-05-23,16:36:00,CUST1192,DRV510,SUV,Bellandur,Indiranagar,3.0,Success,Not Applicable,Cash,87.05,5.0,3.7,13.9,Thursday,May,21,No,16,No,29.02,OK
OLA101120,2024-01-31,21:15:00,CUST1184,DRV497,Auto,Domlur,Rajajinagar,4.1,Success,Not Applicable,Cash,72.26,4.5,4.3,19.1,Wednesday,January,5,No,21,No,17.62,OK
OLA101121,2024-04-27,15:33:00,CUST1019,DRV404,Bike,Rajajinagar,Koramangala,4.5,Success,Not Applicable,UPI,48.48,3.9,3.4,14.0,Saturday,April,17,Yes,15,No,10.77,OK
OLA101122,2024-04-15,18:46:00,CUST1233,DRV329,Sedan,Banashankari,Bellandur,6.4,Success,Not Applicable,Cash,133.81,5.0,4.3,18.1,Monday,April,16,No,18,No,20.91,OK
OLA101123,2024-06-11,08:50:00,CUST1082,DRV307,SUV,JP Nagar,Yelahanka,7.4,Success,Not Applicable,Cash,170.42,4.3,4.5,18.4,Tuesday,June,24,No,8,No,23.03,OK
OLA101124,2024-01-23,09:39:00,CUST1275,DRV316,Sedan,Hebbal,MG Road,3.1,Success,Not Applicable,Credit Card,85.83,,,13.6,Tuesday,January,4,No,9,No,27.69,OK
OLA101125,2024-04-07,08:54:00,CUST1362,Not Assigned,Sedan,KR Puram,Banashankari,4.3,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Sunday,April,14,Yes,8,Yes,0.0,OK
OLA101126,2024-03-23,01:12:00,CUST1297,DRV358,Bike,JP Nagar,Hebbal,10.9,Success,Not Applicable,UPI,103.1,4.0,3.9,33.9,Saturday,March,12,Yes,1,No,9.46,OK
OLA101127,2024-01-24,17:58:00,CUST1448,DRV407,Bike,Electronic City,Banashankari,3.5,Success,Not Applicable,Wallet,51.98,3.2,4.6,9.4,Wednesday,January,4,No,17,No,14.85,OK
OLA101128,2024-03-16,16:05:00,CUST1165,DRV315,Sedan,Indiranagar,Marathahalli,1.7,Success,Not Applicable,Debit Card,55.24,3.6,4.4,9.6,Saturday,March,11,Yes,16,No,32.49,OK
OLA101129,2024-02-26,08:14:00,CUST1225,DRV310,Mini,Hebbal,BTM Layout,10.4,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Monday,February,9,No,8,Yes,0.0,OK
OLA101130,2024-04-22,11:35:00,CUST1290,DRV298,Sedan,Malleshwaram,Domlur,5.5,Success,Not Applicable,UPI,103.99,4.1,3.9,15.1,Monday,April,17,No,11,No,18.91,OK
OLA101131,2024-04-03,18:16:00,CUST1220,DRV389,Sedan,BTM Layout,Banashankari,4.4,Success,Not Applicable,Debit Card,92.81,4.5,4.0,13.5,Wednesday,April,14,No,18,No,21.09,OK
OLA101132,2024-06-28,08:34:00,CUST1296,DRV265,Mini,Malleshwaram,Airport (KIA),6.8,Success,Not Applicable,UPI,105.86,5.0,4.3,17.2,Friday,June,26,No,8,No,15.57,OK
OLA101133,2024-06-28,16:35:00,CUST1420,DRV314,Sedan,Sarjapur Road,Indiranagar,6.9,Success,Not Applicable,Wallet,125.41,4.3,4.2,18.1,Friday,June,26,No,16,No,18.18,OK
OLA101134,2024-01-06,14:35:00,CUST1332,DRV229,Bike,Airport (KIA),Electronic City,5.4,Success,Not Applicable,UPI,49.31,4.4,4.0,14.0,Saturday,January,1,Yes,14,No,9.13,OK
OLA101135,2024-01-08,17:31:00,CUST1220,DRV268,Prime,Jayanagar,Airport (KIA),2.2,Success,Not Applicable,Debit Card,68.29,3.6,4.5,9.3,Monday,January,2,No,17,No,31.04,OK
OLA101136,2024-05-10,21:09:00,CUST1392,Not Assigned,Prime,Sarjapur Road,Yelahanka,3.3,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Friday,May,19,No,21,Yes,0.0,OK
OLA101137,2024-01-14,17:22:00,CUST1300,DRV261,Auto,Whitefield,MG Road,8.2,Success,Not Applicable,Credit Card,96.49,4.7,4.8,20.9,Sunday,January,2,Yes,17,No,11.77,OK
OLA101138,2024-02-15,19:01:00,CUST1332,DRV453,Auto,Yelahanka,Whitefield,3.1,Success,Not Applicable,Debit Card,42.62,,,12.8,Thursday,February,7,No,19,No,13.75,OK
OLA101139,2024-04-07,17:08:00,CUST1433,DRV375,Mini,Hebbal,Bellandur,3.7,Success,Not Applicable,UPI,61.02,4.1,4.3,12.9,Sunday,April,14,Yes,17,No,16.49,OK
OLA101140,2024-02-21,08:41:00,CUST1324,DRV241,Sedan,MG Road,JP Nagar,4.6,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Wednesday,February,8,No,8,Yes,0.0,OK
OLA101141,2024-05-22,05:23:00,CUST1048,DRV286,Mini,Malleshwaram,Koramangala,2.7,Success,Not Applicable,Cash,44.84,4.1,4.5,16.2,Wednesday,May,21,No,5,No,16.61,OK
OLA101142,2024-01-18,21:12:00,CUST1325,DRV517,Sedan,JP Nagar,Jayanagar,5.9,Success,Not Applicable,UPI,126.87,4.4,5.0,15.8,Thursday,January,3,No,21,No,21.5,OK
OLA101143,2024-02-15,20:45:00,CUST1433,DRV290,SUV,KR Puram,Koramangala,2.2,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Thursday,February,7,No,20,Yes,0.0,OK
OLA101144,2024-03-20,20:06:00,CUST1178,DRV292,SUV,HSR Layout,MG Road,12.0,Success,Not Applicable,Ola Money,245.93,4.6,3.8,30.0,Wednesday,March,12,No,20,No,20.49,OK
OLA101145,2024-06-17,14:24:00,CUST1401,DRV429,Bike,JP Nagar,Whitefield,2.8,Success,Not Applicable,UPI,41.95,3.7,4.2,14.8,Monday,June,25,No,14,No,14.98,OK
OLA101146,2024-04-13,04:03:00,CUST1245,DRV502,Mini,Malleshwaram,Whitefield,12.3,Success,Not Applicable,Cash,170.21,4.5,4.3,34.5,Saturday,April,15,Yes,4,No,13.84,OK
OLA101147,2024-04-10,18:41:00,CUST1102,DRV344,Sedan,KR Puram,Jayanagar,4.8,Success,Not Applicable,Cash,90.99,4.9,3.7,16.4,Wednesday,April,15,No,18,No,18.96,OK
OLA101148,2024-05-05,06:35:00,CUST1247,DRV512,Sedan,Airport (KIA),Hebbal,14.9,Success,Not Applicable,Wallet,246.73,4.8,4.2,37.5,Sunday,May,18,Yes,6,No,16.56,OK
OLA101149,2024-03-19,20:47:00,CUST1292,DRV477,Mini,Yelahanka,Indiranagar,8.3,Success,Not Applicable,Wallet,122.33,4.0,4.6,25.5,Tuesday,March,12,No,20,No,14.74,OK
OLA101150,2024-01-14,19:43:00,CUST1447,DRV422,Auto,Malleshwaram,HSR Layout,12.7,Success,Not Applicable,Cash,131.86,3.6,3.8,44.2,Sunday,January,2,Yes,19,No,10.38,OK
OLA101151,2024-02-17,20:45:00,CUST1163,DRV237,Auto,Airport (KIA),Jayanagar,11.8,Success,Not Applicable,Ola Money,126.53,3.5,4.7,42.3,Saturday,February,7,Yes,20,No,10.72,OK
OLA101152,2024-01-30,20:00:00,CUST1123,DRV369,Prime,Bellandur,BTM Layout,3.7,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Tuesday,January,5,No,20,Yes,0.0,OK
OLA101153,2024-02-09,07:15:00,CUST1318,DRV332,Bike,Rajajinagar,Domlur,5.3,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Friday,February,6,No,7,Yes,0.0,OK
OLA101154,2024-02-22,21:41:00,CUST1377,DRV339,Sedan,Koramangala,KR Puram,6.0,Success,Not Applicable,Debit Card,123.71,,,15.2,Thursday,February,8,No,21,No,20.62,OK
OLA101155,2024-03-05,15:40:00,CUST1354,DRV402,Mini,KR Puram,Electronic City,5.3,Success,Not Applicable,Ola Money,93.19,4.5,5.0,14.5,Tuesday,March,10,No,15,No,17.58,OK
OLA101156,2024-05-05,05:34:00,CUST1167,DRV285,Bike,Marathahalli,Rajajinagar,6.6,Success,Not Applicable,Debit Card,63.14,4.9,4.2,16.8,Sunday,May,18,Yes,5,No,9.57,OK
OLA101157,2024-04-11,19:56:00,CUST1103,Not Assigned,SUV,Airport (KIA),Jayanagar,4.6,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Thursday,April,15,No,19,Yes,0.0,OK
OLA101158,2024-04-30,13:07:00,CUST1117,DRV219,Bike,HSR Layout,Whitefield,2.9,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Tuesday,April,18,No,13,Yes,0.0,OK
OLA101159,2024-04-21,16:28:00,CUST1378,DRV273,Sedan,Indiranagar,JP Nagar,2.2,Success,Not Applicable,Cash,68.8,4.9,4.5,10.2,Sunday,April,16,Yes,16,No,31.27,OK
OLA101160,2024-02-09,10:16:00,CUST1089,DRV379,Sedan,Indiranagar,Rajajinagar,2.1,Cancelled by Driver,Traffic/road closure,Not Applicable,0.0,,,0.0,Friday,February,6,No,10,Yes,0.0,OK
OLA101161,2024-01-17,08:40:00,CUST1099,DRV371,Auto,KR Puram,Koramangala,5.3,Success,Not Applicable,Cash,83.54,3.2,4.0,20.0,Wednesday,January,3,No,8,No,15.76,OK
OLA101162,2024-02-06,14:20:00,CUST1029,DRV257,Auto,Rajajinagar,JP Nagar,5.8,Success,Not Applicable,UPI,77.43,4.6,4.7,24.7,Tuesday,February,6,No,14,No,13.35,OK
OLA101163,2024-02-06,20:43:00,CUST1119,DRV203,Sedan,Sarjapur Road,Indiranagar,5.1,Success,Not Applicable,Credit Card,110.81,4.7,4.7,18.9,Tuesday,February,6,No,20,No,21.73,OK
OLA101164,2024-05-24,14:01:00,CUST1332,DRV443,Bike,Bellandur,Hebbal,3.5,Success,Not Applicable,Cash,56.57,3.2,5.0,10.3,Friday,May,21,No,14,No,16.16,OK
OLA101165,2024-03-05,10:40:00,CUST1232,DRV445,Bike,Electronic City,Airport (KIA),4.2,Success,Not Applicable,UPI,56.29,5.0,4.8,18.4,Tuesday,March,10,No,10,No,13.4,OK
OLA101166,2024-04-09,23:56:00,CUST1082,DRV388,Auto,Rajajinagar,Hebbal,7.8,Success,Not Applicable,UPI,81.72,4.5,4.3,22.0,Tuesday,April,15,No,23,No,10.48,OK
OLA101167,2024-04-12,07:40:00,CUST1180,DRV306,Bike,Rajajinagar,KR Puram,4.1,Success,Not Applicable,UPI,53.42,5.0,4.2,12.6,Friday,April,15,No,7,No,13.03,OK
OLA101168,2024-06-19,11:46:00,CUST1271,DRV305,Mini,Jayanagar,Domlur,12.9,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Wednesday,June,25,No,11,Yes,0.0,OK
OLA101169,2024-06-07,10:29:00,CUST1280,DRV409,Sedan,Hebbal,Jayanagar,2.3,Success,Not Applicable,Ola Money,58.98,3.5,4.5,10.1,Friday,June,23,No,10,No,25.64,OK
OLA101170,2024-06-08,11:12:00,CUST1111,DRV372,SUV,HSR Layout,Rajajinagar,10.9,Success,Not Applicable,UPI,239.31,3.8,4.0,23.1,Saturday,June,23,Yes,11,No,21.96,OK
OLA101171,2024-05-25,17:17:00,CUST1381,DRV488,Auto,Bellandur,Domlur,16.8,Success,Not Applicable,Ola Money,172.86,4.4,3.9,47.2,Saturday,May,21,Yes,17,No,10.29,OK
OLA101172,2024-02-03,18:31:00,CUST1161,DRV512,Bike,Domlur,Malleshwaram,5.5,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Saturday,February,5,Yes,18,Yes,0.0,OK
OLA101173,2024-01-25,18:05:00,CUST1010,DRV204,Bike,Indiranagar,Banashankari,10.6,Success,Not Applicable,UPI,104.18,4.6,4.6,24.0,Thursday,January,4,No,18,No,9.83,OK
OLA101174,2024-02-24,09:04:00,CUST1185,DRV519,Bike,Sarjapur Road,KR Puram,3.7,Success,Not Applicable,Cash,51.45,4.8,4.8,12.7,Saturday,February,8,Yes,9,No,13.91,OK
OLA101175,2024-02-08,07:07:00,CUST1272,DRV516,Sedan,JP Nagar,Sarjapur Road,6.3,Success,Not Applicable,UPI,122.06,4.5,4.1,24.3,Thursday,February,6,No,7,No,19.37,OK
OLA101176,2024-01-30,17:09:00,CUST1227,DRV249,Auto,Electronic City,Rajajinagar,6.8,Success,Not Applicable,Wallet,83.58,4.1,4.0,19.7,Tuesday,January,5,No,17,No,12.29,OK
OLA101177,2024-04-02,20:37:00,CUST1292,DRV293,Sedan,Koramangala,Malleshwaram,7.6,Success,Not Applicable,Ola Money,149.8,5.0,5.0,22.9,Tuesday,April,14,No,20,No,19.71,OK
OLA101178,2024-01-18,07:39:00,CUST1153,DRV401,Bike,MG Road,BTM Layout,5.7,Success,Not Applicable,UPI,78.05,4.6,4.6,19.9,Thursday,January,3,No,7,No,13.69,OK
OLA101179,2024-06-03,22:31:00,CUST1008,DRV518,Bike,Rajajinagar,HSR Layout,5.0,Success,Not Applicable,Ola Money,55.96,3.5,4.6,19.8,Monday,June,23,No,22,No,11.19,OK
OLA101180,2024-01-07,13:57:00,CUST1085,DRV226,Auto,Hebbal,Marathahalli,16.7,Success,Not Applicable,Debit Card,162.07,4.0,4.1,60.5,Sunday,January,1,Yes,13,No,9.7,OK
OLA101181,2024-04-27,17:21:00,CUST1282,DRV216,Mini,Domlur,Koramangala,5.7,Success,Not Applicable,Cash,99.74,4.2,4.6,22.1,Saturday,April,17,Yes,17,No,17.5,OK
OLA101182,2024-01-10,17:17:00,CUST1356,DRV392,Sedan,Malleshwaram,Rajajinagar,10.2,Success,Not Applicable,Cash,170.02,4.3,4.8,25.9,Wednesday,January,2,No,17,No,16.67,OK
OLA101183,2024-05-05,09:05:00,CUST1230,DRV243,Bike,Yelahanka,JP Nagar,4.0,Success,Not Applicable,UPI,65.87,4.5,5.0,18.7,Sunday,May,18,Yes,9,No,16.47,OK
OLA101184,2024-02-15,10:09:00,CUST1292,DRV321,Auto,Whitefield,Koramangala,12.4,Success,Not Applicable,UPI,135.89,4.1,3.8,40.1,Thursday,February,7,No,10,No,10.96,OK
OLA101185,2024-05-29,16:55:00,CUST1235,DRV369,Auto,MG Road,Electronic City,7.5,Success,Not Applicable,UPI,76.68,4.4,4.4,22.1,Wednesday,May,22,No,16,No,10.22,OK
OLA101186,2024-01-24,00:50:00,CUST1351,DRV319,Mini,Whitefield,Rajajinagar,6.5,Success,Not Applicable,Wallet,96.11,4.6,3.9,19.0,Wednesday,January,4,No,0,No,14.79,OK
OLA101187,2024-06-03,17:30:00,CUST1147,DRV503,Bike,Indiranagar,Airport (KIA),13.2,Success,Not Applicable,UPI,99.75,5.0,3.4,41.9,Monday,June,23,No,17,No,7.56,OK
OLA101188,2024-05-18,15:12:00,CUST1358,DRV263,Auto,Whitefield,BTM Layout,7.5,Success,Not Applicable,Credit Card,80.61,4.6,4.1,17.1,Saturday,May,20,Yes,15,No,10.75,OK
OLA101189,2024-05-31,09:26:00,CUST1259,DRV346,Mini,Marathahalli,Bellandur,17.4,Success,Not Applicable,UPI,228.46,3.8,4.6,46.2,Friday,May,22,No,9,No,13.13,OK
OLA101190,2024-02-11,05:04:00,CUST1252,DRV376,Bike,Indiranagar,KR Puram,1.8,Success,Not Applicable,Debit Card,28.2,3.1,4.4,5.9,Sunday,February,6,Yes,5,No,15.67,OK
OLA101191,2024-01-23,09:49:00,CUST1185,DRV510,Auto,Whitefield,Domlur,4.9,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Tuesday,January,4,No,9,Yes,0.0,OK
OLA101192,2024-04-01,18:30:00,CUST1189,DRV455,Sedan,Airport (KIA),Yelahanka,15.2,Success,Not Applicable,Credit Card,244.18,4.5,5.0,46.1,Monday,April,14,No,18,No,16.06,OK
OLA101193,2024-04-14,12:29:00,CUST1166,DRV406,Sedan,KR Puram,Airport (KIA),7.6,Success,Not Applicable,Ola Money,125.98,2.7,4.1,27.2,Sunday,April,15,Yes,12,No,16.58,OK
OLA101194,2024-03-22,11:55:00,CUST1323,DRV276,Sedan,Koramangala,KR Puram,4.4,Success,Not Applicable,UPI,100.34,4.7,5.0,18.5,Friday,March,12,No,11,No,22.8,OK
OLA101195,2024-01-25,01:30:00,CUST1076,DRV338,Sedan,Koramangala,Malleshwaram,6.1,Success,Not Applicable,UPI,112.17,3.7,4.5,17.0,Thursday,January,4,No,1,No,18.39,OK
OLA101196,2024-05-04,16:31:00,CUST1221,DRV422,Bike,HSR Layout,Malleshwaram,5.7,Success,Not Applicable,UPI,78.27,4.0,4.1,13.3,Saturday,May,18,Yes,16,No,13.73,OK
OLA101197,2024-05-02,16:09:00,CUST1120,Not Assigned,Bike,Jayanagar,KR Puram,2.0,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Thursday,May,18,No,16,Yes,0.0,OK
OLA101198,2024-06-10,07:40:00,CUST1159,DRV516,Sedan,MG Road,HSR Layout,19.5,Success,Not Applicable,UPI,303.89,3.4,3.8,56.5,Monday,June,24,No,7,No,15.58,OK
OLA101199,2024-05-24,22:04:00,CUST1009,DRV428,Sedan,BTM Layout,Jayanagar,2.8,Success,Not Applicable,Credit Card,82.54,3.8,4.3,12.9,Friday,May,21,No,22,No,29.48,OK
OLA101200,2024-05-01,18:35:00,CUST1174,DRV495,Auto,Jayanagar,Electronic City,14.8,Cancelled by Customer,Price too high,Not Applicable,0.0,,,0.0,Wednesday,May,18,No,18,Yes,0.0,OK
OLA101201,2024-02-28,17:39:00,CUST1121,DRV327,Sedan,Airport (KIA),Koramangala,9.7,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Wednesday,February,9,No,17,Yes,0.0,OK
OLA101202,2024-02-07,16:05:00,CUST1270,DRV451,Sedan,Marathahalli,Whitefield,2.7,Success,Not Applicable,UPI,66.28,2.6,3.9,9.2,Wednesday,February,6,No,16,No,24.55,OK
OLA101203,2024-01-16,13:14:00,CUST1324,DRV201,Sedan,Domlur,Airport (KIA),2.7,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Tuesday,January,3,No,13,Yes,0.0,OK
OLA101204,2024-05-04,22:38:00,CUST1274,DRV302,Bike,Jayanagar,MG Road,5.9,Success,Not Applicable,Cash,59.27,3.9,4.9,16.8,Saturday,May,18,Yes,22,No,10.05,OK
OLA101205,2024-03-04,18:27:00,CUST1358,DRV205,Mini,Jayanagar,Electronic City,19.8,Success,Not Applicable,UPI,241.68,4.9,4.2,48.5,Monday,March,10,No,18,No,12.21,OK
OLA101206,2024-02-07,12:24:00,CUST1284,DRV280,SUV,Yelahanka,MG Road,9.2,Success,Not Applicable,UPI,208.71,5.0,5.0,32.2,Wednesday,February,6,No,12,No,22.69,OK
OLA101207,2024-05-30,07:01:00,CUST1063,DRV226,Bike,JP Nagar,Airport (KIA),1.9,Success,Not Applicable,Credit Card,37.46,4.6,4.5,9.4,Thursday,May,22,No,7,No,19.72,OK
OLA101208,2024-06-14,09:11:00,CUST1167,DRV513,Bike,Indiranagar,Yelahanka,3.0,Success,Not Applicable,Credit Card,42.72,4.4,4.1,14.8,Friday,June,24,No,9,No,14.24,OK
OLA101209,2024-02-03,13:59:00,CUST1034,DRV271,Mini,Malleshwaram,HSR Layout,13.6,Success,Not Applicable,UPI,192.8,4.7,4.5,36.4,Saturday,February,5,Yes,13,No,14.18,OK
OLA101210,2024-04-15,10:04:00,CUST1252,DRV405,SUV,Malleshwaram,Rajajinagar,3.2,Success,Not Applicable,Debit Card,91.85,4.5,4.8,16.5,Monday,April,16,No,10,No,28.7,OK
OLA101211,2024-04-24,07:48:00,CUST1444,DRV333,Mini,Indiranagar,Sarjapur Road,11.6,Success,Not Applicable,UPI,143.33,4.6,4.0,29.9,Wednesday,April,17,No,7,No,12.36,OK
OLA101212,2024-02-29,21:55:00,CUST1070,DRV456,Sedan,Bellandur,Rajajinagar,2.1,Success,Not Applicable,Credit Card,44.98,4.2,4.4,11.1,Thursday,February,9,No,21,No,21.42,OK
OLA101213,2024-05-20,05:12:00,CUST1301,DRV218,Mini,Sarjapur Road,Airport (KIA),5.1,Success,Not Applicable,Ola Money,71.31,,,15.9,Monday,May,21,No,5,No,13.98,OK
OLA101214,2024-02-12,11:09:00,CUST1274,DRV203,Bike,Domlur,Hebbal,8.8,Success,Not Applicable,Debit Card,75.77,3.9,4.2,29.5,Monday,February,7,No,11,No,8.61,OK
OLA101215,2024-03-06,09:20:00,CUST1133,DRV401,Mini,Hebbal,Airport (KIA),6.3,Success,Not Applicable,Cash,84.06,5.0,4.3,18.8,Wednesday,March,10,No,9,No,13.34,OK
OLA101216,2024-02-17,07:24:00,CUST1411,DRV254,Auto,Jayanagar,BTM Layout,10.1,Success,Not Applicable,UPI,118.59,4.3,4.3,33.5,Saturday,February,7,Yes,7,No,11.74,OK
OLA101217,2024-05-31,19:23:00,CUST1237,DRV227,Auto,BTM Layout,Domlur,6.7,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Friday,May,22,No,19,Yes,0.0,OK
OLA101218,2024-05-10,02:00:00,CUST1110,DRV292,Bike,Jayanagar,Malleshwaram,2.8,Success,Not Applicable,Credit Card,60.2,5.0,3.9,15.3,Friday,May,19,No,2,No,21.5,OK
OLA101219,2024-02-12,20:30:00,CUST1287,DRV505,Mini,BTM Layout,Whitefield,2.6,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Monday,February,7,No,20,Yes,0.0,OK
OLA101220,2024-06-07,04:00:00,CUST1140,DRV200,Sedan,Bellandur,Domlur,8.7,Success,Not Applicable,Wallet,165.64,3.9,4.3,28.4,Friday,June,23,No,4,No,19.04,OK
OLA101221,2024-04-05,06:26:00,CUST1334,DRV211,Mini,Indiranagar,Electronic City,4.0,Success,Not Applicable,Debit Card,68.06,5.0,4.8,15.1,Friday,April,14,No,6,No,17.02,OK
OLA101223,2024-05-22,08:01:00,CUST1359,DRV488,Sedan,Electronic City,BTM Layout,5.3,Success,Not Applicable,Debit Card,91.15,5.0,4.0,22.2,Wednesday,May,21,No,8,No,17.2,OK
OLA101224,2024-04-15,07:00:00,CUST1295,DRV222,Auto,Marathahalli,Yelahanka,14.5,Success,Not Applicable,Wallet,152.57,3.4,4.0,46.0,Monday,April,16,No,7,No,10.52,OK
